,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population
1959,Cardiff,24/05/2020,1.0,26.9,20.0,34.0,81.1,1031.6,12.9,2656.0,366903.0
1961,Edinburgh,24/05/2020,3.2,26.2,8.0,17.0,79.7,1022.6,12.6,2665.0,524930.0
1962,Glasgow,24/05/2020,2.8,26.0,10.0,25.0,87.0,1025.7,12.0,3876.0,633120.0
1963,Leeds,24/05/2020,2.8,25.7,13.0,30.0,36.2,1199.3,13.3,1814.0,793139.0
1964,Leicester,24/05/2020,2.2,24.5,11.0,32.0,73.0,1028.6,13.6,869.0,354224.0
1965,Liverpool,24/05/2020,2.0,28.1,14.0,34.0,67.0,1027.9,14.0,1604.0,498042.0
1966,London,24/05/2020,4.6,23.1,15.0,38.0,62.6,1029.9,16.6,26852.0,8961989.0
1968,Manchester,24/05/2020,2.0,24.0,16.0,37.0,76.5,1029.0,13.3,1543.0,552858.0
1969,Newport,24/05/2020,2.3,28.5,22.0,53.0,73.6,1028.7,14.0,2520.0,154676.0
1971,Plymouth,24/05/2020,2.3,27.9,18.0,38.0,74.3,1033.9,13.8,356.0,262100.0
1973,Reading,24/05/2020,2.2,27.1,20.0,17.0,61.6,1029.8,16.3,582.0,161780.0
1974,Sheffield,24/05/2020,2.6,24.8,11.0,32.0,80.3,1022.5,12.5,2529.0,584853.0
1975,Southend-on-Sea,24/05/2020,1.3,26.8,13.0,35.0,61.7,1030.9,17.4,378.0,183125.0
1976,Swansea,24/05/2020,1.9,26.9,25.0,46.0,83.2,1033.0,13.1,1861.0,246993.0
1980,Cardiff,25/02/2020,8.9,24.8,9.0,9.0,87.0,998.2,3.2,0.0,366903.0
1987,London,25/02/2020,11.8,20.3,9.0,17.0,70.4,996.4,7.2,8.0,8961989.0
1989,Newport,25/02/2020,5.1,30.9,7.0,17.0,87.0,997.9,2.7,0.0,154676.0
1996,Swansea,25/02/2020,5.1,28.9,12.0,13.0,85.5,999.4,4.3,0.0,246993.0
1998,Birmingham,25/03/2020,9.0,23.8,26.0,65.0,58.6,1023.5,6.3,462.0,1141816.0
1999,Bristol,25/03/2020,12.4,16.1,30.0,70.0,64.6,1023.6,7.7,66.0,463377.0
2000,Cardiff,25/03/2020,11.9,21.7,24.0,61.0,67.2,1023.0,7.5,203.0,366903.0
2001,Coventry,25/03/2020,8.1,28.7,23.0,62.0,59.3,1023.0,6.2,88.0,371521.0
2002,Edinburgh,25/03/2020,7.4,28.9,14.0,38.0,78.0,1020.3,9.5,88.0,524930.0
2003,Glasgow,25/03/2020,7.5,24.4,10.0,34.0,89.0,1022.0,9.0,221.0,633120.0
2004,Leeds,25/03/2020,15.5,14.9,42.0,80.0,61.8,1022.3,8.8,98.0,793139.0
2005,Leicester,25/03/2020,5.0,26.9,21.0,61.0,61.0,1023.7,5.5,69.0,354224.0
2006,Liverpool,25/03/2020,6.1,20.6,32.0,74.0,63.0,1020.7,9.5,139.0,498042.0
2007,London,25/03/2020,20.3,18.3,27.0,65.0,56.0,1024.0,6.7,5597.0,8961989.0
2009,Manchester,25/03/2020,14.8,16.7,31.0,68.0,53.5,1023.0,10.2,81.0,552858.0
2010,Newport,25/03/2020,16.5,22.8,25.0,72.0,68.0,1020.9,6.6,454.0,154676.0
2012,Plymouth,25/03/2020,7.1,27.0,22.0,63.0,62.7,1022.7,6.6,29.0,262100.0
2014,Reading,25/03/2020,15.9,19.7,27.0,63.0,44.5,1023.0,7.0,36.0,161780.0
2015,Sheffield,25/03/2020,10.3,23.7,27.0,65.0,51.8,1017.4,9.1,380.0,584853.0
2016,Southend-on-Sea,25/03/2020,8.9,23.0,25.0,68.0,54.5,1024.7,8.6,27.0,183125.0
2017,Swansea,25/03/2020,8.7,28.5,26.0,59.0,65.0,1023.8,7.5,96.0,246993.0
2019,Birmingham,25/04/2020,5.0,25.8,17.0,56.0,71.7,1015.3,8.6,2605.0,1141816.0
2020,Bristol,25/04/2020,6.6,29.5,30.0,70.0,69.3,1014.2,13.3,578.0,463377.0
2021,Cardiff,25/04/2020,5.5,32.1,26.0,65.0,70.4,1013.5,12.7,2140.0,366903.0
2022,Coventry,25/04/2020,3.0,27.9,15.0,52.0,77.5,1015.6,7.5,645.0,371521.0
2023,Edinburgh,25/04/2020,5.5,32.2,18.0,57.0,85.2,1014.4,7.8,1730.0,524930.0
2024,Glasgow,25/04/2020,5.1,32.5,20.0,59.0,80.6,1016.0,8.5,2428.0,633120.0
2025,Leeds,25/04/2020,5.9,28.1,19.0,56.0,69.0,1014.1,10.1,1295.0,793139.0
2026,Leicester,25/04/2020,2.2,28.4,13.0,47.0,71.0,1015.6,7.0,616.0,354224.0
2027,Liverpool,25/04/2020,3.5,29.3,23.0,56.0,66.0,1012.1,12.0,1347.0,498042.0
2028,London,25/04/2020,7.5,28.6,17.0,45.0,74.2,1014.9,10.0,24031.0,8961989.0
2030,Manchester,25/04/2020,6.4,27.0,22.0,58.0,59.3,1014.6,14.4,1105.0,552858.0
2031,Newport,25/04/2020,9.0,28.1,27.0,72.0,71.0,1011.4,11.9,2052.0,154676.0
2033,Plymouth,25/04/2020,7.9,33.8,33.0,85.0,78.2,1013.7,11.2,270.0,262100.0
2035,Reading,25/04/2020,8.4,27.7,22.0,38.0,61.0,1014.3,12.4,457.0,161780.0
2036,Sheffield,25/04/2020,5.4,27.6,16.0,53.0,74.1,1007.9,9.7,2035.0,584853.0
2037,Southend-on-Sea,25/04/2020,1.5,36.4,11.0,34.0,78.0,1015.8,8.8,291.0,183125.0
2038,Swansea,25/04/2020,6.9,30.9,37.0,80.0,74.5,1014.1,12.9,1494.0,246993.0
2039,Belfast,25/05/2020,6.9,23.6,15.0,30.0,65.0,1031.0,15.5,1308.0,340220.0
2040,Birmingham,25/05/2020,2.1,29.5,7.0,16.0,51.0,1034.1,15.9,3193.0,1141816.0
2041,Bristol,25/05/2020,7.4,26.1,16.0,30.0,62.5,1034.7,16.0,699.0,463377.0
2042,Cardiff,25/05/2020,2.8,22.4,12.0,21.0,63.4,1034.9,14.5,2674.0,366903.0
2043,Coventry,25/05/2020,2.5,28.7,7.0,18.0,58.3,1033.4,16.6,807.0,371521.0
2044,Edinburgh,25/05/2020,5.5,28.1,10.0,21.0,67.6,1030.2,14.4,2669.0,524930.0
2045,Glasgow,25/05/2020,5.1,24.4,10.0,25.0,77.6,1030.7,13.3,3892.0,633120.0
2046,Leeds,25/05/2020,4.9,30.0,12.0,22.0,11.0,1205.7,17.0,1820.0,793139.0
2047,Leicester,25/05/2020,3.8,24.0,7.0,15.0,53.3,1033.1,15.2,871.0,354224.0
2048,Liverpool,25/05/2020,2.8,30.0,9.0,17.0,53.6,1030.9,15.0,1609.0,498042.0
2049,London,25/05/2020,9.2,22.4,15.0,46.0,56.0,1034.0,19.5,26872.0,8961989.0
2051,Manchester,25/05/2020,4.6,25.7,18.0,23.0,51.7,1033.2,15.3,1556.0,552858.0
2052,Newport,25/05/2020,3.2,25.2,11.0,30.0,64.3,1031.8,14.7,2528.0,154676.0
2054,Plymouth,25/05/2020,4.7,24.8,12.0,34.0,60.6,1035.3,16.6,357.0,262100.0
2056,Reading,25/05/2020,3.8,27.1,15.0,13.0,49.6,1033.8,18.1,584.0,161780.0
2057,Sheffield,25/05/2020,3.4,30.6,8.0,22.0,49.6,1025.2,17.0,2531.0,584853.0
2058,Southend-on-Sea,25/05/2020,3.3,27.5,15.0,42.0,57.6,1034.6,20.3,402.0,183125.0
2059,Swansea,25/05/2020,3.2,21.6,13.0,25.0,73.0,1035.7,13.8,1864.0,246993.0
2063,Cardiff,26/02/2020,9.2,24.4,11.0,17.0,83.2,1004.9,3.3,0.0,366903.0
2070,London,26/02/2020,16.7,16.1,11.0,21.0,71.2,1004.5,5.2,8.0,8961989.0
2072,Newport,26/02/2020,6.4,30.1,10.0,20.0,85.2,1003.6,3.3,0.0,154676.0
2079,Swansea,26/02/2020,5.1,28.9,15.0,21.0,81.8,1006.8,5.4,0.0,246993.0
2080,Belfast,26/03/2020,11.9,17.1,17.0,30.0,81.0,1026.0,7.5,75.0,340220.0
2081,Birmingham,26/03/2020,10.2,27.8,34.0,80.0,53.0,1023.8,6.1,554.0,1141816.0
2082,Bristol,26/03/2020,9.6,22.3,32.0,76.0,58.3,1023.5,7.7,80.0,463377.0
2083,Cardiff,26/03/2020,10.1,25.3,26.0,65.0,52.0,1023.0,7.4,255.0,366903.0
2084,Coventry,26/03/2020,7.7,33.5,32.0,78.0,62.1,1023.2,5.2,107.0,371521.0
2085,Edinburgh,26/03/2020,4.2,26.0,5.0,13.0,95.7,1026.6,6.6,111.0,524930.0
2086,Glasgow,26/03/2020,8.1,22.8,7.0,21.0,93.0,1027.7,7.7,258.0,633120.0
2087,Leeds,26/03/2020,8.8,27.7,43.0,92.0,68.1,1024.8,5.6,119.0,793139.0
2088,Leicester,26/03/2020,5.3,28.9,29.0,74.0,70.0,1024.1,2.7,82.0,354224.0
2089,Liverpool,26/03/2020,15.4,17.9,43.0,95.0,61.0,1022.7,8.5,173.0,498042.0
2090,London,26/03/2020,13.3,23.2,32.0,79.0,61.8,1022.9,6.4,6361.0,8961989.0
2092,Manchester,26/03/2020,17.4,18.4,36.0,91.0,55.7,1024.6,8.7,103.0,552858.0
2093,Newport,26/03/2020,12.5,29.3,30.0,78.0,61.0,1020.7,5.9,507.0,154676.0
2095,Plymouth,26/03/2020,12.5,16.5,24.0,71.0,57.1,1022.3,8.3,38.0,262100.0
2097,Reading,26/03/2020,12.2,27.5,30.0,70.0,40.6,1022.1,7.5,43.0,161780.0
2098,Sheffield,26/03/2020,13.9,23.8,36.0,83.0,60.0,1019.3,6.2,427.0,584853.0
2099,Southend-on-Sea,26/03/2020,7.4,27.1,39.0,91.0,67.1,1023.3,6.6,35.0,183125.0
2100,Swansea,26/03/2020,8.7,27.7,33.0,70.0,59.2,1024.0,6.9,111.0,246993.0
2102,Birmingham,26/04/2020,4.2,34.6,21.0,59.0,71.2,1011.7,13.8,2636.0,1141816.0
2103,Bristol,26/04/2020,6.4,30.5,27.0,63.0,71.0,1012.2,13.2,582.0,463377.0
2104,Cardiff,26/04/2020,4.2,32.9,23.0,59.0,70.9,1011.4,13.4,2161.0,366903.0
2105,Coventry,26/04/2020,3.6,37.7,19.0,57.0,74.5,1012.0,12.5,647.0,371521.0
2106,Edinburgh,26/04/2020,3.2,30.4,6.0,9.0,66.2,1008.7,9.1,1785.0,524930.0
2107,Glasgow,26/04/2020,2.8,28.9,5.0,9.0,65.0,1011.0,9.2,2479.0,633120.0
2108,Leeds,26/04/2020,3.5,40.2,32.0,79.0,66.3,1008.6,12.8,1316.0,793139.0
2109,Leicester,26/04/2020,6.9,30.9,16.0,55.0,66.2,1010.8,13.6,617.0,354224.0
2110,Liverpool,26/04/2020,3.4,35.5,37.0,88.0,66.8,1009.7,11.9,1361.0,498042.0
2111,London,26/04/2020,9.2,26.6,17.0,50.0,64.6,1012.2,13.3,24122.0,8961989.0
2112,Manchester,26/04/2020,5.5,35.0,29.0,74.0,67.6,1010.9,12.5,1122.0,552858.0
2113,Newport,26/04/2020,5.5,26.0,24.0,70.0,76.7,1009.4,11.6,2065.0,154676.0
2115,Plymouth,26/04/2020,6.4,31.8,22.0,60.0,80.0,1012.2,11.2,273.0,262100.0
2117,Reading,26/04/2020,4.4,29.7,16.0,38.0,55.2,1011.6,13.8,460.0,161780.0
2118,Sheffield,26/04/2020,6.0,37.1,27.0,74.0,68.1,1003.6,13.2,2073.0,584853.0
2119,Southend-on-Sea,26/04/2020,2.8,31.3,13.0,44.0,64.7,1012.5,13.2,295.0,183125.0
2120,Swansea,26/04/2020,4.6,32.5,35.0,72.0,74.0,1012.7,13.0,1515.0,246993.0
2121,Belfast,26/05/2020,6.9,22.4,17.0,25.0,60.0,1037.0,14.0,1312.0,340220.0
2122,Birmingham,26/05/2020,3.9,25.3,10.0,20.0,62.0,1035.8,17.2,3205.0,1141816.0
2123,Bristol,26/05/2020,13.3,25.3,16.0,34.0,62.2,1035.9,18.1,702.0,463377.0
2124,Cardiff,26/05/2020,3.7,21.6,13.0,21.0,70.0,1035.5,18.3,2683.0,366903.0
2126,Edinburgh,26/05/2020,4.6,24.0,11.0,25.0,62.0,1033.9,13.6,2675.0,524930.0
2127,Glasgow,26/05/2020,3.2,22.0,13.0,30.0,64.5,1035.9,13.5,3898.0,633120.0
2128,Leeds,26/05/2020,5.4,24.5,10.0,21.0,19.0,1208.7,15.8,1822.0,793139.0
2129,Leicester,26/05/2020,5.8,22.6,10.0,22.0,61.2,1034.5,16.1,878.0,354224.0
2130,Liverpool,26/05/2020,3.4,25.2,8.0,17.0,66.0,1034.1,15.0,1614.0,498042.0
2131,London,26/05/2020,12.2,21.8,15.0,40.0,54.0,1035.0,20.5,26900.0,8961989.0
2133,Manchester,26/05/2020,6.0,20.1,12.0,23.0,64.4,1035.8,15.2,1567.0,552858.0
2134,Newport,26/05/2020,6.5,23.6,13.0,30.0,71.3,1032.7,17.6,2532.0,154676.0
2136,Plymouth,26/05/2020,5.3,22.5,12.0,38.0,63.5,1035.8,17.6,358.0,262100.0
2138,Reading,26/05/2020,3.1,24.7,15.0,17.0,55.6,1034.9,20.2,585.0,161780.0
2139,Sheffield,26/05/2020,4.5,25.3,8.0,19.0,60.8,1027.6,16.1,2535.0,584853.0
2140,Southend-on-Sea,26/05/2020,5.3,30.0,13.0,31.0,53.5,1035.6,21.1,403.0,183125.0
2141,Swansea,26/05/2020,3.7,18.5,15.0,34.0,77.0,1036.7,16.6,1867.0,246993.0
2145,Cardiff,27/02/2020,11.0,26.0,8.0,13.0,85.3,1004.0,3.7,0.0,366903.0
2152,London,27/02/2020,18.4,15.3,10.0,25.0,75.7,1008.0,4.1,9.0,8961989.0
2154,Newport,27/02/2020,9.2,29.3,7.0,13.0,85.3,1003.6,3.2,0.0,154676.0
2161,Swansea,27/02/2020,4.6,27.3,10.0,17.0,84.3,1002.2,5.0,1.0,246993.0
2162,Belfast,27/03/2020,8.3,15.5,14.0,21.0,87.0,1029.0,8.0,86.0,340220.0
2163,Birmingham,27/03/2020,6.4,36.5,40.0,93.0,76.0,1025.5,4.3,624.0,1141816.0
2164,Bristol,27/03/2020,8.0,28.9,37.0,89.0,67.0,1025.0,6.4,94.0,463377.0
2165,Cardiff,27/03/2020,5.5,33.8,34.0,82.0,61.1,1024.2,7.6,297.0,366903.0
2166,Coventry,27/03/2020,5.5,38.9,38.0,89.0,75.1,1024.8,5.0,120.0,371521.0
2167,Edinburgh,27/03/2020,5.1,29.7,4.0,9.0,97.0,1030.4,6.0,139.0,524930.0
2168,Glasgow,27/03/2020,7.8,23.9,7.0,17.0,87.0,1032.0,7.0,299.0,633120.0
2169,Leeds,27/03/2020,4.3,38.7,36.0,81.0,74.5,1027.4,4.4,140.0,793139.0
2170,Leicester,27/03/2020,12.9,28.1,38.0,91.0,73.7,1025.8,2.6,90.0,354224.0
2171,Liverpool,27/03/2020,7.3,29.8,39.0,95.0,58.3,1025.8,7.5,200.0,498042.0
2172,London,27/03/2020,8.4,31.6,34.0,78.0,63.3,1023.4,7.6,7180.0,8961989.0
2174,Manchester,27/03/2020,11.8,28.3,37.0,89.0,62.5,1027.1,6.1,117.0,552858.0
2175,Newport,27/03/2020,9.2,33.8,38.0,92.0,65.2,1022.4,6.4,554.0,154676.0
2177,Plymouth,27/03/2020,8.0,30.3,33.0,88.0,62.1,1023.5,7.8,41.0,262100.0
2179,Reading,27/03/2020,9.8,33.6,37.0,74.0,55.8,1022.8,7.2,46.0,161780.0
2180,Sheffield,27/03/2020,9.7,35.1,41.0,97.0,77.6,1022.7,4.2,454.0,584853.0
2181,Southend-on-Sea,27/03/2020,4.1,33.9,41.0,92.0,53.8,1023.7,9.7,42.0,183125.0
2182,Swansea,27/03/2020,6.4,28.5,32.0,74.0,62.2,1025.4,7.6,141.0,246993.0
2184,Birmingham,27/04/2020,5.3,27.9,12.0,26.0,67.0,1007.8,11.2,2655.0,1141816.0
2185,Bristol,27/04/2020,5.1,30.9,22.0,55.0,67.0,1007.8,12.7,592.0,463377.0
2186,Cardiff,27/04/2020,4.6,28.9,21.0,57.0,69.6,1006.9,12.6,2184.0,366903.0
2187,Coventry,27/04/2020,3.6,29.8,12.0,28.0,66.3,1007.0,12.2,651.0,371521.0
2188,Edinburgh,27/04/2020,3.7,31.7,6.0,9.0,70.4,1008.4,7.5,1804.0,524930.0
2189,Glasgow,27/04/2020,5.1,26.9,5.0,9.0,78.0,1009.0,7.5,2531.0,633120.0
2190,Leeds,27/04/2020,2.5,29.4,5.0,9.0,62.4,1006.5,10.0,1359.0,793139.0
2191,Leicester,27/04/2020,5.1,26.3,11.0,23.0,74.5,1007.1,10.0,638.0,354224.0
2192,Liverpool,27/04/2020,2.5,31.2,5.0,8.0,67.0,1006.7,10.5,1385.0,498042.0
2193,London,27/04/2020,10.7,23.6,23.0,57.0,66.0,1007.0,12.2,24311.0,8961989.0
2195,Manchester,27/04/2020,5.5,27.9,11.0,13.0,65.5,1007.6,10.6,1135.0,552858.0
2196,Newport,27/04/2020,8.4,28.9,16.0,46.0,73.2,1005.2,11.8,2085.0,154676.0
2198,Plymouth,27/04/2020,4.0,33.5,21.0,61.0,83.2,1007.8,12.0,276.0,262100.0
2200,Reading,27/04/2020,6.9,27.0,26.0,53.0,65.0,1006.6,13.3,473.0,161780.0
2201,Sheffield,27/04/2020,5.4,27.4,8.0,21.0,69.8,999.7,10.3,2121.0,584853.0
2202,Southend-on-Sea,27/04/2020,5.1,31.1,23.0,61.0,73.6,1007.4,12.2,297.0,183125.0
2203,Swansea,27/04/2020,5.5,30.5,29.0,68.0,84.0,1008.4,12.5,1533.0,246993.0
2204,Belfast,27/05/2020,10.6,17.9,21.0,38.0,62.0,1037.5,13.0,1313.0,340220.0
2205,Birmingham,27/05/2020,6.9,27.3,13.0,30.0,62.6,1036.2,16.1,3219.0,1141816.0
2206,Bristol,27/05/2020,6.3,26.7,15.0,25.0,54.3,1035.8,19.0,703.0,463377.0
2207,Cardiff,27/05/2020,4.6,25.2,12.0,30.0,57.7,1035.4,18.8,2700.0,366903.0
2209,Edinburgh,27/05/2020,5.1,25.6,12.0,25.0,63.2,1036.5,12.7,2685.0,524930.0
2210,Glasgow,27/05/2020,5.1,21.6,11.0,28.0,62.0,1037.0,14.0,3916.0,633120.0
2211,Leeds,27/05/2020,4.8,27.9,15.0,25.0,10.2,1209.2,15.5,1827.0,793139.0
2212,Leicester,27/05/2020,5.0,24.4,11.0,25.0,68.5,1035.3,14.5,883.0,354224.0
2213,Liverpool,27/05/2020,4.4,24.3,15.0,30.0,62.8,1034.4,16.0,1619.0,498042.0
2214,London,27/05/2020,12.9,21.1,16.0,38.0,59.0,1035.0,18.6,26933.0,8961989.0
2215,Manchester,27/05/2020,8.7,20.4,18.0,38.0,57.3,1036.3,15.7,1569.0,552858.0
2216,Newport,27/05/2020,6.9,29.7,11.0,25.0,55.5,1032.9,17.2,2542.0,154676.0
2221,Sheffield,27/05/2020,5.3,24.7,12.0,25.0,58.5,1028.5,16.6,2539.0,584853.0
2222,Southend-on-Sea,27/05/2020,3.5,27.9,9.0,22.0,60.2,1035.9,19.7,404.0,183125.0
2223,Swansea,27/05/2020,7.8,20.2,23.0,50.0,68.7,1035.9,19.1,1867.0,246993.0
2227,Cardiff,28/02/2020,10.1,21.6,9.0,17.0,93.7,999.1,7.5,0.0,366903.0
2231,Leeds,28/02/2020,22.5,11.6,10.0,37.0,89.7,998.1,2.8,1.0,793139.0
2234,London,28/02/2020,15.8,12.9,12.0,25.0,89.0,1008.0,6.1,14.0,8961989.0
2236,Newport,28/02/2020,11.4,21.6,7.0,17.0,93.7,999.1,7.5,0.0,154676.0
2243,Swansea,28/02/2020,6.0,23.6,14.0,25.0,96.2,993.0,9.6,1.0,246993.0
2245,Birmingham,28/03/2020,3.1,32.5,14.0,30.0,76.0,1030.3,6.6,704.0,1141816.0
2246,Bristol,28/03/2020,3.2,31.2,22.0,53.0,68.4,1030.4,6.6,104.0,463377.0
2247,Cardiff,28/03/2020,3.7,33.1,19.0,46.0,67.7,1029.7,6.6,354.0,366903.0
2248,Coventry,28/03/2020,2.7,35.8,12.0,26.0,72.3,1030.5,5.7,138.0,371521.0
2249,Edinburgh,28/03/2020,4.2,29.7,10.0,21.0,74.2,1038.9,3.8,151.0,524930.0
2250,Glasgow,28/03/2020,6.5,28.0,8.0,17.0,62.0,1041.0,4.5,376.0,633120.0
2251,Leeds,28/03/2020,1.4,33.4,13.0,17.0,71.4,1033.6,5.6,166.0,793139.0
2252,Leicester,28/03/2020,12.5,29.2,12.0,26.0,74.2,1031.8,4.0,101.0,354224.0
2253,Liverpool,28/03/2020,2.3,31.5,11.0,17.0,65.0,1032.5,6.5,227.0,498042.0
2254,London,28/03/2020,4.5,33.1,22.0,46.0,68.6,1028.5,6.3,7757.0,8961989.0
2256,Manchester,28/03/2020,4.2,27.8,21.0,26.0,72.1,1033.9,6.2,148.0,552858.0
2257,Newport,28/03/2020,4.6,34.6,17.0,38.0,70.5,1027.8,6.2,607.0,154676.0
2259,Plymouth,28/03/2020,2.1,34.7,20.0,58.0,61.5,1028.0,7.6,44.0,262100.0
2261,Reading,28/03/2020,5.9,30.7,27.0,25.0,58.8,1028.3,6.6,56.0,161780.0
2262,Sheffield,28/03/2020,4.5,32.1,12.0,23.0,76.0,1030.1,5.1,519.0,584853.0
2263,Southend-on-Sea,28/03/2020,2.4,33.5,22.0,41.0,69.3,1029.2,7.8,48.0,183125.0
2264,Swansea,28/03/2020,1.9,32.9,18.0,34.0,62.5,1032.0,7.2,155.0,246993.0
2266,Birmingham,28/04/2020,5.4,25.2,5.0,15.0,93.6,1005.2,6.6,2680.0,1141816.0
2267,Bristol,28/04/2020,5.9,21.4,11.0,30.0,93.2,1004.4,8.0,604.0,463377.0
2268,Cardiff,28/04/2020,5.1,22.0,10.0,34.0,90.8,1003.7,8.3,2213.0,366903.0
2269,Coventry,28/04/2020,3.5,28.3,4.0,13.0,93.1,1004.2,7.2,655.0,371521.0
2270,Edinburgh,28/04/2020,3.2,28.4,8.0,17.0,72.5,1007.2,7.7,1832.0,524930.0
2271,Glasgow,28/04/2020,6.0,24.0,8.0,17.0,75.2,1009.0,7.5,2604.0,633120.0
2272,Leeds,28/04/2020,3.4,29.3,9.0,21.0,77.1,1005.9,7.7,1399.0,793139.0
2273,Leicester,28/04/2020,3.2,27.0,4.0,12.0,78.0,1005.4,6.2,660.0,354224.0
2274,Liverpool,28/04/2020,6.2,24.8,11.0,30.0,68.0,1004.2,9.3,1407.0,498042.0
2275,London,28/04/2020,8.0,21.4,9.0,25.0,91.2,1004.2,8.3,24491.0,8961989.0
2277,Manchester,28/04/2020,8.4,22.0,12.0,23.0,76.0,1006.2,8.3,1158.0,552858.0
2278,Newport,28/04/2020,8.3,23.2,7.0,21.0,96.0,1001.7,8.1,2105.0,154676.0
2280,Plymouth,28/04/2020,4.5,21.5,15.0,55.0,93.0,1003.5,10.5,285.0,262100.0
2282,Reading,28/04/2020,8.4,21.2,10.0,13.0,92.0,1002.9,8.7,486.0,161780.0
2283,Sheffield,28/04/2020,6.7,26.4,7.0,22.0,82.8,999.1,7.2,2144.0,584853.0
2284,Southend-on-Sea,28/04/2020,2.1,30.5,7.0,19.0,97.0,1004.7,7.8,298.0,183125.0
2285,Swansea,28/04/2020,4.2,22.4,10.0,21.0,96.0,1004.9,9.4,1553.0,246993.0
2286,Belfast,28/05/2020,9.6,24.8,22.0,42.0,63.0,1032.0,16.0,1311.0,340220.0
2287,Birmingham,28/05/2020,4.6,29.5,11.0,23.0,55.3,1033.7,16.1,3229.0,1141816.0
2288,Bristol,28/05/2020,6.4,32.1,16.0,30.0,50.6,1033.1,18.0,704.0,463377.0
2289,Cardiff,28/05/2020,4.2,32.9,16.0,34.0,58.3,1032.8,18.7,2719.0,366903.0
2291,Edinburgh,28/05/2020,6.9,26.0,10.0,21.0,59.3,1032.0,18.3,2691.0,524930.0
2292,Glasgow,28/05/2020,7.4,22.0,11.0,25.0,62.3,1019.9,18.3,3934.0,633120.0
2293,Leeds,28/05/2020,8.1,23.8,22.0,34.0,11.0,1206.3,18.1,1831.0,793139.0
2294,Leicester,28/05/2020,1.4,27.4,8.0,18.0,61.7,1033.6,14.0,890.0,354224.0
2295,Liverpool,28/05/2020,3.8,34.7,15.0,34.0,59.0,1031.2,18.5,1624.0,498042.0
2296,London,28/05/2020,6.6,20.6,13.0,30.0,56.0,1033.8,15.5,26959.0,8961989.0
2297,Manchester,28/05/2020,8.3,24.8,17.0,31.0,57.0,1033.3,18.4,1577.0,552858.0
2298,Newport,28/05/2020,6.4,34.2,14.0,30.0,57.0,1029.6,15.8,2548.0,154676.0
2302,Reading,28/05/2020,6.5,25.4,16.0,13.0,45.2,1033.2,16.7,586.0,161780.0
2305,Swansea,28/05/2020,3.7,37.0,18.0,38.0,53.5,1032.4,19.7,1867.0,246993.0
2309,Cardiff,29/02/2020,4.6,30.5,11.0,17.0,86.5,983.6,5.2,0.0,366903.0
2316,London,29/02/2020,7.2,22.5,13.0,29.0,81.1,986.8,6.9,15.0,8961989.0
2318,Newport,29/02/2020,3.2,34.2,10.0,19.0,87.1,983.6,5.2,0.0,154676.0
2323,Sheffield,29/02/2020,4.6,30.6,5.0,13.0,87.2,977.0,4.9,1.0,584853.0
2325,Swansea,29/02/2020,4.3,30.1,20.0,25.0,83.0,978.5,6.6,1.0,246993.0
2327,Birmingham,29/03/2020,2.1,31.7,11.0,24.0,59.0,1041.0,5.0,811.0,1141816.0
2328,Bristol,29/03/2020,1.4,29.8,14.0,42.0,61.6,1040.0,5.3,116.0,463377.0
2329,Cardiff,29/03/2020,2.8,32.5,11.0,20.0,60.0,1039.8,5.0,394.0,366903.0
2330,Coventry,29/03/2020,2.0,33.7,11.0,24.0,63.8,1039.3,4.4,155.0,371521.0
2331,Edinburgh,29/03/2020,2.8,31.3,9.0,17.0,59.5,1046.2,4.3,188.0,524930.0
2332,Glasgow,29/03/2020,4.2,29.9,9.0,17.0,57.6,1048.5,5.3,401.0,633120.0
2333,Leeds,29/03/2020,1.4,33.2,13.0,21.0,65.2,1041.6,3.7,187.0,793139.0
2334,Leicester,29/03/2020,11.3,27.0,11.0,26.0,77.5,1040.8,2.3,102.0,354224.0
2335,Liverpool,29/03/2020,2.3,30.4,10.0,17.0,60.0,1041.4,4.7,263.0,498042.0
2336,London,29/03/2020,3.2,30.3,13.0,24.0,60.4,1037.1,5.0,8350.0,8961989.0
2338,Manchester,29/03/2020,3.2,28.7,12.0,23.0,63.0,1042.8,4.1,171.0,552858.0
2339,Newport,29/03/2020,2.8,32.9,12.0,25.0,63.6,1037.5,4.6,661.0,154676.0
2341,Plymouth,29/03/2020,1.4,31.1,12.0,25.0,53.5,1038.7,5.2,49.0,262100.0
2343,Reading,29/03/2020,4.5,29.1,15.0,13.0,50.0,1037.3,5.1,67.0,161780.0
2344,Sheffield,29/03/2020,3.3,32.5,11.0,24.0,66.1,1035.4,3.4,581.0,584853.0
2345,Southend-on-Sea,29/03/2020,1.3,30.7,12.0,26.0,59.3,1037.2,4.9,59.0,183125.0
2346,Swansea,29/03/2020,1.2,32.9,11.0,13.0,52.0,1041.7,6.1,173.0,246993.0
2348,Birmingham,29/04/2020,6.1,23.1,6.0,21.0,95.2,999.1,8.3,2714.0,1141816.0
2349,Bristol,29/04/2020,6.3,24.9,14.0,25.0,91.4,998.4,9.4,612.0,463377.0
2350,Cardiff,29/04/2020,4.2,24.0,12.0,27.0,91.6,997.8,8.7,2232.0,366903.0
2351,Coventry,29/04/2020,3.6,27.7,6.0,19.0,90.2,999.0,9.2,666.0,371521.0
