No,No1,City,Date,no2,o3,pm10,pm25,humidity,pressure,temperature,TotalCases,Population,daily_growth_rt_percent,daily_growth_abs_num,daily_growth_rt_by_popu_percent
479,46,Glasgow,01/04/2020,4,30.1,7,17,76.9,1023,8,632,633120,115.54,85.00,18.25
480,128,Glasgow,02/04/2020,3.2,32.9,9,17,70.8,1012.5,7.7,682,633120,107.91,50.00,17.04
481,210,Glasgow,03/04/2020,5.5,28.5,7,13,80.6,1013,6.5,779,633120,114.22,97.00,18.04
482,292,Glasgow,04/04/2020,3.7,28.5,8,17,76,1014,9,851,633120,109.24,72.00,17.25
483,375,Glasgow,05/04/2020,3.7,32.9,12,30,65.4,1008,12.8,931,633120,109.40,80.00,17.28
484,458,Glasgow,06/04/2020,2.8,24.8,11,25,71.5,1010.5,10.4,984,633120,105.69,53.00,16.69
485,541,Glasgow,07/04/2020,4.6,26,12,30,63,1026.5,8.5,1094,633120,111.18,110.00,17.56
486,623,Glasgow,08/04/2020,4.6,25.6,11,25,76,1024,11,1166,633120,106.58,72.00,16.83
487,704,Glasgow,09/04/2020,6,21.3,12,32,88,1028,8,1251,633120,107.29,85.00,16.95
488,786,Glasgow,10/04/2020,9.6,14.7,23,60,87,1025,11.5,1314,633120,105.04,63.00,16.59
489,867,Glasgow,11/04/2020,3.7,26.4,5,9,80,1020,11.3,1387,633120,105.56,73.00,16.67
490,948,Glasgow,12/04/2020,2.8,28.9,11,25,72.5,1018,9,1449,633120,104.47,62.00,16.50
491,1031,Glasgow,13/04/2020,4.2,30.5,15,32,56.7,1033,5,1486,633120,102.55,37.00,16.20
492,1113,Glasgow,14/04/2020,4.6,28.9,17,38,74.8,1029,6.6,1575,633120,105.99,89.00,16.74
493,1195,Glasgow,15/04/2020,4.2,28.1,11,30,80,1023,8.4,1661,633120,105.46,86.00,16.66
494,1277,Glasgow,16/04/2020,5.1,27.7,11,25,74,1020,8.7,1742,633120,104.88,81.00,16.57
495,1360,Glasgow,17/04/2020,3.7,29.1,12,30,72.5,1022,8,1794,633120,102.99,52.00,16.27
496,1443,Glasgow,18/04/2020,2.8,31.3,13,30,65,1022,6.3,1905,633120,106.19,111.00,16.77
497,1526,Glasgow,19/04/2020,3.2,29.7,11,25,73.3,1025,8.5,1949,633120,102.31,44.00,16.16
498,1609,Glasgow,20/04/2020,3.2,30.5,10,21,68.5,1027,8.5,2020,633120,103.64,71.00,16.37
499,1692,Glasgow,21/04/2020,3.2,32.8,11,21,69.1,1027.5,9.5,2085,633120,103.22,65.00,16.30
500,1775,Glasgow,22/04/2020,4.2,31.2,15,30,71,1028,10,2174,633120,104.27,89.00,16.47
501,1858,Glasgow,23/04/2020,6,30.6,15,34,64,1026,10.5,2250,633120,103.50,76.00,16.35
502,1941,Glasgow,24/04/2020,8.7,34.2,14,34,65.5,1019,9.5,2311,633120,102.71,61.00,16.22
503,2024,Glasgow,25/04/2020,5.1,32.5,20,59,80.6,1016,8.5,2428,633120,105.06,117.00,16.59
504,2107,Glasgow,26/04/2020,2.8,28.9,5,9,65,1011,9.2,2479,633120,102.10,51.00,16.13
505,2189,Glasgow,27/04/2020,5.1,26.9,5,9,78,1009,7.5,2531,633120,102.10,52.00,16.13
506,2271,Glasgow,28/04/2020,6,24,8,17,75.2,1009,7.5,2604,633120,102.88,73.00,16.25
507,2353,Glasgow,29/04/2020,6.9,19.1,8,21,85.5,1001,7,2672,633120,102.61,68.00,16.21
508,2416,Glasgow,30/04/2020,6.9,21.6,9,25,84,991,8.5,2759,633120,103.26,87.00,16.31
509,67,Glasgow,01/05/2020,6.9,24.5,8,21,81,997,9,2864,633120,103.81,105.00,16.40
510,149,Glasgow,02/05/2020,4.5,26,6,13,67.5,1010,10.2,2939,633120,102.62,75.00,16.21
511,231,Glasgow,03/05/2020,4.6,24.8,10,25,73,1017,9.6,2985,633120,101.57,46.00,16.04
512,313,Glasgow,04/05/2020,4.2,27.7,7,17,70,1024.5,9.4,3029,633120,101.47,44.00,16.03
513,396,Glasgow,05/05/2020,5.5,27.4,7,17,67.5,1025.5,9.3,3070,633120,101.35,41.00,16.01
514,479,Glasgow,06/05/2020,7.4,29.7,10,25,66,1026.5,10.5,3203,633120,104.33,133.00,16.48
515,562,Glasgow,07/05/2020,8.7,31.7,15,38,68.5,1022,12,3277,633120,102.31,74.00,16.16
516,644,Glasgow,08/05/2020,4.6,23.6,8,17,73.5,1017,13.5,3333,633120,101.71,56.00,16.06
517,725,Glasgow,09/05/2020,4.2,22,8,17,74,1015.9,14.5,3367,633120,101.02,34.00,15.96
518,807,Glasgow,10/05/2020,1.9,24.8,5,9,61.4,1022.5,7,3449,633120,102.44,82.00,16.18
519,888,Glasgow,11/05/2020,3.2,28.5,6,13,49,1028.5,7.1,3479,633120,100.87,30.00,15.93
520,969,Glasgow,12/05/2020,3.7,29.7,8,13,74,1021.2,7,3510,633120,100.89,31.00,15.94
521,1052,Glasgow,13/05/2020,4.8,24.4,5,13,49.1,1023,7,3579,633120,101.97,69.00,16.11
522,1134,Glasgow,14/05/2020,5.5,26.9,6,13,64.3,1024,9,3628,633120,101.37,49.00,16.01
523,1216,Glasgow,15/05/2020,4.2,30.8,7,13,69,1024,9.5,3663,633120,100.96,35.00,15.95
524,1298,Glasgow,16/05/2020,2.3,28.1,6,13,76,1021.9,10.8,3707,633120,101.20,44.00,15.98
525,1381,Glasgow,17/05/2020,2.8,23.6,5,14,90,1018,11,3731,633120,100.65,24.00,15.90
526,1464,Glasgow,18/05/2020,4.2,24.4,7,21,87,1018,12.3,3742,633120,100.29,11.00,15.84
527,1547,Glasgow,19/05/2020,4.6,20.8,6,13,89,1021,14,3759,633120,100.45,17.00,15.87
528,1630,Glasgow,20/05/2020,4.6,17.1,10,21,79.5,1020,15,3780,633120,100.56,21.00,15.88
529,1713,Glasgow,21/05/2020,7.4,25.6,9,21,69.5,1017.5,13.8,3806,633120,100.69,26.00,15.90
530,1796,Glasgow,22/05/2020,2.8,26.9,16,38,72.4,1002,13,3841,633120,100.92,35.00,15.94
531,1879,Glasgow,23/05/2020,1.9,26.9,11,25,84,1008.4,10,3865,633120,100.62,24.00,15.89
532,1962,Glasgow,24/05/2020,2.8,26,10,25,87,1025.7,12,3876,633120,100.28,11.00,15.84
533,2045,Glasgow,25/05/2020,5.1,24.4,10,25,77.6,1030.7,13.3,3892,633120,100.41,16.00,15.86
534,2127,Glasgow,26/05/2020,3.2,22,13,30,64.5,1035.9,13.5,3898,633120,100.15,6.00,15.82
535,2210,Glasgow,27/05/2020,5.1,21.6,11,28,62,1037,14,3916,633120,100.46,18.00,15.87
536,2292,Glasgow,28/05/2020,7.4,22,11,25,62.3,1019.9,18.3,3934,633120,100.46,18.00,15.87
537,2374,Glasgow,29/05/2020,7.8,26.9,12,25,52.1,1013.2,20.5,3939,633120,100.13,5.00,15.81
538,2436,Glasgow,30/05/2020,6,19.9,10,21,61.1,1025,18,3943,633120,100.10,4.00,15.81
539,2231,Leeds,28/02/2020,22.5,11.6,10,37,89.7,998.1,2.8,1,793139,0.00,0.00,0.00
540,27,Leeds,01/03/2020,4.9,28.5,10,26,65.6,980.5,5,2,793139,200.00,1.00,25.22
541,272,Leeds,04/03/2020,24.6,10.3,27,57,73,1005,5.5,3,793139,150.00,1.00,18.91
542,522,Leeds,07/03/2020,8.5,24.8,14,35,78.5,1008,9,5,793139,166.67,2.00,21.01
543,685,Leeds,09/03/2020,9.7,21.9,11,25,83.6,1005.3,5.9,8,793139,160.00,3.00,20.17
544,848,Leeds,11/03/2020,8.1,24.5,8,19,78,1002.5,7.7,11,793139,137.50,3.00,17.34
545,929,Leeds,12/03/2020,5.8,27.4,10,23,70.4,1000.2,5.5,12,793139,109.09,1.00,13.75
546,1176,Leeds,15/03/2020,4.8,30.8,8,19,84,1001,7.5,14,793139,116.67,2.00,14.71
547,1258,Leeds,16/03/2020,8.5,25.5,12,24,70,1018,6.5,15,793139,107.14,1.00,13.51
548,1340,Leeds,17/03/2020,5.9,26,8,17,84,1018,11,18,793139,120.00,3.00,15.13
549,1423,Leeds,18/03/2020,11.8,23.6,8,18,83,1022,6,22,793139,122.22,4.00,15.41
550,1506,Leeds,19/03/2020,11.8,19.8,17,30,77.5,1027.5,4,28,793139,127.27,6.00,16.05
551,1589,Leeds,20/03/2020,7.7,26.7,19,30,83,1032.5,3,35,793139,125.00,7.00,15.76
552,1672,Leeds,21/03/2020,4.2,28.2,15,27,72.1,1029,5,41,793139,117.14,6.00,14.77
553,1755,Leeds,22/03/2020,5.6,23.4,22,51,65.2,1028.2,5.3,52,793139,126.83,11.00,15.99
554,1838,Leeds,23/03/2020,12.6,16.2,27,57,66.9,1025.3,6,69,793139,132.69,17.00,16.73
555,1921,Leeds,24/03/2020,15,13.3,40,76,63.5,1020.9,10.4,87,793139,126.09,18.00,15.90
556,2004,Leeds,25/03/2020,15.5,14.9,42,80,61.8,1022.3,8.8,98,793139,112.64,11.00,14.20
557,2087,Leeds,26/03/2020,8.8,27.7,43,92,68.1,1024.8,5.6,119,793139,121.43,21.00,15.31
558,2169,Leeds,27/03/2020,4.3,38.7,36,81,74.5,1027.4,4.4,140,793139,117.65,21.00,14.83
559,2251,Leeds,28/03/2020,1.4,33.4,13,17,71.4,1033.6,5.6,166,793139,118.57,26.00,14.95
560,2333,Leeds,29/03/2020,1.4,33.2,13,21,65.2,1041.6,3.7,187,793139,112.65,21.00,14.20
561,2396,Leeds,30/03/2020,3,32.5,13,18,70.6,1036.2,5,214,793139,114.44,27.00,14.43
562,2459,Leeds,31/03/2020,7.8,29,8,19,78.8,1032.8,6.3,238,793139,111.21,24.00,14.02
563,47,Leeds,01/04/2020,5.7,28.1,11,25,72.8,1021.2,7,269,793139,113.03,31.00,14.25
564,129,Leeds,02/04/2020,3.5,31.1,10,18,73.2,1011,7.6,299,793139,111.15,30.00,14.01
565,211,Leeds,03/04/2020,7.1,30,13,23,69.2,1013.9,6.8,336,793139,112.37,37.00,14.17
566,293,Leeds,04/04/2020,5.2,24.2,10,25,70.6,1016.1,8.8,353,793139,105.06,17.00,13.25
567,376,Leeds,05/04/2020,5.9,32.2,18,42,56.3,1010.7,13.8,389,793139,110.20,36.00,13.89
568,459,Leeds,06/04/2020,4.7,29.7,12,25,62,1011.9,12.7,438,793139,112.60,49.00,14.20
569,542,Leeds,07/04/2020,9.6,18.5,20,42,65.4,1026.7,10.5,502,793139,114.61,64.00,14.45
570,624,Leeds,08/04/2020,5.9,28.7,17,47,65.2,1023.7,12.2,546,793139,108.76,44.00,13.71
571,705,Leeds,09/04/2020,4.6,26.8,13,30,77.8,1026,9.7,588,793139,107.69,42.00,13.58
572,787,Leeds,10/04/2020,8.4,23.7,32,80,71.1,1023.8,12.8,635,793139,107.99,47.00,13.62
573,868,Leeds,11/04/2020,5.5,29.7,19,61,64.5,1019.6,15.6,670,793139,105.51,35.00,13.30
574,949,Leeds,12/04/2020,2.8,26.1,14,52,77.6,1014.5,9.2,708,793139,105.67,38.00,13.32
575,1032,Leeds,13/04/2020,2,35.1,13,29,58.7,1028.4,6.1,736,793139,103.95,28.00,13.11
576,1114,Leeds,14/04/2020,6.3,29.6,18,44,61,1027.1,8,772,793139,104.89,36.00,13.22
577,1196,Leeds,15/04/2020,6,29.6,17,49,63.8,1004.9,11.9,825,793139,106.87,53.00,13.47
578,1278,Leeds,16/04/2020,5.2,32.1,21,57,75,1000.7,10.5,875,793139,106.06,50.00,13.37
579,1361,Leeds,17/04/2020,3.2,32.6,14,30,82.5,1003.5,7.5,925,793139,105.71,50.00,13.33
580,1444,Leeds,18/04/2020,3,32.1,12,24,84.2,1002.8,7.2,958,793139,103.57,33.00,13.06
581,1527,Leeds,19/04/2020,2.5,32.1,12,26,69.8,1006.2,8.1,991,793139,103.44,33.00,13.04
582,1610,Leeds,20/04/2020,2.8,35.1,14,25,66.2,1022.4,8.8,1034,793139,104.34,43.00,13.16
583,1693,Leeds,21/04/2020,3.4,36.3,19,35,66.2,1022.2,9.6,1106,793139,106.96,72.00,13.49
584,1776,Leeds,22/04/2020,3.9,34.1,24,46,70,1023.5,10,1155,793139,104.43,49.00,13.17
585,1859,Leeds,23/04/2020,4.7,33.9,19,46,66.7,1021.6,11,1201,793139,103.98,46.00,13.11
586,1942,Leeds,24/04/2020,4.7,32.9,17,53,65,1015.8,10.4,1270,793139,105.75,69.00,13.33
587,2025,Leeds,25/04/2020,5.9,28.1,19,56,69,1014.1,10.1,1295,793139,101.97,25.00,12.86
588,2108,Leeds,26/04/2020,3.5,40.2,32,79,66.3,1008.6,12.8,1316,793139,101.62,21.00,12.81
589,2190,Leeds,27/04/2020,2.5,29.4,5,9,62.4,1006.5,10,1359,793139,103.27,43.00,13.02
590,2272,Leeds,28/04/2020,3.4,29.3,9,21,77.1,1005.9,7.7,1399,793139,102.94,40.00,12.98
591,2354,Leeds,29/04/2020,8,21.8,10,27,90.1,999.4,7.5,1435,793139,102.57,36.00,12.93
592,2417,Leeds,30/04/2020,6.6,26.1,7,17,82.2,989.3,8.1,1456,793139,101.46,21.00,12.79
593,68,Leeds,01/05/2020,5.9,27,7,15,36,1165.8,9.6,1486,793139,102.06,30.00,12.87
594,150,Leeds,02/05/2020,3.7,30.8,7,20,15.6,1178.7,12,1511,793139,101.68,25.00,12.82
595,232,Leeds,03/05/2020,5.7,25.5,14,44,40.5,1185.6,10.9,1521,793139,100.66,10.00,12.69
596,314,Leeds,04/05/2020,6.7,27,17,53,83.5,1021,9.4,1541,793139,101.31,20.00,12.77
597,397,Leeds,05/05/2020,6.5,30.8,10,22,61.5,1023.6,8.5,1569,793139,101.82,28.00,12.84
598,480,Leeds,06/05/2020,8,29.2,19,38,10.8,1197.6,13.1,1592,793139,101.47,23.00,12.79
599,563,Leeds,07/05/2020,9.6,17.2,24,53,10,1192.7,16.3,1629,793139,102.32,37.00,12.90
600,645,Leeds,08/05/2020,3,29.7,10,21,18.3,1188.9,16.6,1642,793139,100.80,13.00,12.71
601,726,Leeds,09/05/2020,4.4,39.7,15,30,20,1185.4,16.4,1657,793139,100.91,15.00,12.72
602,808,Leeds,10/05/2020,1.2,31.3,11,17,31.2,1187.3,8.7,1668,793139,100.66,11.00,12.69
603,889,Leeds,11/05/2020,5.4,27.7,11,17,24.6,1195.6,6.2,1677,793139,100.54,9.00,12.68
604,970,Leeds,12/05/2020,6.3,29.6,11,21,22.7,1189.9,9.5,1693,793139,100.95,16.00,12.73
605,1053,Leeds,13/05/2020,4.4,27.4,8,13,12,1190.9,7.2,1710,793139,101.00,17.00,12.73
606,1135,Leeds,14/05/2020,5.1,29.8,10,17,14,1195.1,11.2,1723,793139,100.76,13.00,12.70
607,1217,Leeds,15/05/2020,4.7,32.5,8,13,15.5,1194.8,11.1,1735,793139,100.70,12.00,12.70
608,1299,Leeds,16/05/2020,3.8,30.7,7,17,15.5,1194.3,11.8,1741,793139,100.35,6.00,12.65
609,1382,Leeds,17/05/2020,3.8,30.4,9,25,24.5,1193,14.4,1754,793139,100.75,13.00,12.70
610,1465,Leeds,18/05/2020,6.8,27.5,14,25,32.5,1192.1,13.8,1758,793139,100.23,4.00,12.64
611,1548,Leeds,19/05/2020,4.7,24.8,8,20,31.7,1193.5,15.8,1764,793139,100.34,6.00,12.65
612,1631,Leeds,20/05/2020,8,30,20,34,10.7,1192.4,22.3,1771,793139,100.40,7.00,12.66
613,1714,Leeds,21/05/2020,5.9,37.2,14,21,11.5,1190.6,18,1795,793139,101.36,24.00,12.78
614,1797,Leeds,22/05/2020,2.6,29.1,26,35,10,1181.4,16.5,1806,793139,100.61,11.00,12.69
615,1880,Leeds,23/05/2020,2.4,29.5,14,25,11,1185.9,13.2,1810,793139,100.22,4.00,12.64
616,1963,Leeds,24/05/2020,2.8,25.7,13,30,36.2,1199.3,13.3,1814,793139,100.22,4.00,12.64
617,2046,Leeds,25/05/2020,4.9,30,12,22,11,1205.7,17,1820,793139,100.33,6.00,12.65
618,2128,Leeds,26/05/2020,5.4,24.5,10,21,19,1208.7,15.8,1822,793139,100.11,2.00,12.62
619,2211,Leeds,27/05/2020,4.8,27.9,15,25,10.2,1209.2,15.5,1827,793139,100.27,5.00,12.64
620,2293,Leeds,28/05/2020,8.1,23.8,22,34,11,1206.3,18.1,1831,793139,100.22,4.00,12.64
621,2375,Leeds,29/05/2020,8.8,29.3,17,24,10,1201.7,16.8,1832,793139,100.05,1.00,12.62
622,2437,Leeds,30/05/2020,5.1,33.2,16,31,10,1198.9,19.4,1832,793139,100.00,0.00,12.61
623,849,Leicester,11/03/2020,8.1,21.9,11,20,80,1006.1,7.9,1,354224,0.00,0.00,0.00
624,930,Leicester,12/03/2020,6.2,24.4,9,21,75,1005.3,5,2,354224,200.00,1.00,56.46
625,1012,Leicester,13/03/2020,8.4,20.9,7,18,80.7,1016.2,5,3,354224,150.00,1.00,42.35
626,1259,Leicester,16/03/2020,11.4,18,12,28,74.5,1020.6,5.5,5,354224,166.67,2.00,47.05
627,1341,Leicester,17/03/2020,5.9,22.7,8,15,81.2,1023,7.5,8,354224,160.00,3.00,45.17
628,1424,Leicester,18/03/2020,13.2,15.4,3,9,65.7,1022.9,7.2,13,354224,162.50,5.00,45.87
629,1507,Leicester,19/03/2020,9.8,24.3,7,18,78,1027.5,4.4,19,354224,146.15,6.00,41.26
630,1590,Leicester,20/03/2020,4.9,21.9,9,20,79,1030.9,3.8,21,354224,110.53,2.00,31.20
631,1673,Leicester,21/03/2020,1.7,25.8,9,19,76.5,1027.7,3,26,354224,123.81,5.00,34.95
632,1756,Leicester,22/03/2020,3.8,22.9,13,40,81,1028.1,2.3,33,354224,126.92,7.00,35.83
633,1839,Leicester,23/03/2020,4.2,22.3,15,43,72.2,1025.8,3.3,44,354224,133.33,11.00,37.64
634,1922,Leicester,24/03/2020,7,21.7,23,63,66,1024.2,7.5,64,354224,145.45,20.00,41.06
635,2005,Leicester,25/03/2020,5,26.9,21,61,61,1023.7,5.5,69,354224,107.81,5.00,30.44
636,2088,Leicester,26/03/2020,5.3,28.9,29,74,70,1024.1,2.7,82,354224,118.84,13.00,33.55
637,2170,Leicester,27/03/2020,12.9,28.1,38,91,73.7,1025.8,2.6,90,354224,109.76,8.00,30.98
638,2252,Leicester,28/03/2020,12.5,29.2,12,26,74.2,1031.8,4,101,354224,112.22,11.00,31.68
639,2334,Leicester,29/03/2020,11.3,27,11,26,77.5,1040.8,2.3,102,354224,100.99,1.00,28.51
640,2397,Leicester,30/03/2020,11.6,24.8,8,21,81,1036.4,1.1,107,354224,104.90,5.00,29.61
641,2460,Leicester,31/03/2020,10.1,25.3,10,25,72.7,1033.1,5.5,134,354224,125.23,27.00,35.35
642,48,Leicester,01/04/2020,7.3,21.9,11,35,79.5,1022.7,5.1,167,354224,124.63,33.00,35.18
643,130,Leicester,02/04/2020,4.7,27,10,23,77.7,1013.8,6.5,191,354224,114.37,24.00,32.29
644,212,Leicester,03/04/2020,6.8,23.8,14,37,74,1016.5,6.1,217,354224,113.61,26.00,32.07
645,294,Leicester,04/04/2020,4.9,24.4,12,41,73.5,1018.3,8.4,232,354224,106.91,15.00,30.18
646,377,Leicester,05/04/2020,2.8,33.9,11,33,53.7,1011.3,13.7,252,354224,108.62,20.00,30.66
647,460,Leicester,06/04/2020,4.1,28.5,10,23,61.7,1014.3,12.5,278,354224,110.32,26.00,31.14
648,543,Leicester,07/04/2020,5.1,28.1,13,37,59,1027.8,11.1,300,354224,107.91,22.00,30.46
649,625,Leicester,08/04/2020,6.3,26.2,16,50,63.2,1024.3,13.1,320,354224,106.67,20.00,30.11
650,706,Leicester,09/04/2020,4.2,25.4,23,60,75.5,1025.1,10,351,354224,109.69,31.00,30.97
651,788,Leicester,10/04/2020,3.6,29.3,22,67,65.5,1024.4,13.4,371,354224,105.70,20.00,29.84
652,869,Leicester,11/04/2020,5.2,30.6,27,69,66,1021.4,15.2,388,354224,104.58,17.00,29.52
653,950,Leicester,12/04/2020,5.9,26.6,14,52,73,1014.2,11.5,410,354224,105.67,22.00,29.83
654,1033,Leicester,13/04/2020,3.2,31.3,13,30,67.5,1028.4,5.4,419,354224,102.20,9.00,28.85
655,1115,Leicester,14/04/2020,3.4,31.6,12,30,64,1028.8,6.1,432,354224,103.10,13.00,29.11
656,1197,Leicester,15/04/2020,6.3,29.3,18,53,58,1022.6,9.5,447,354224,103.47,15.00,29.21
657,1279,Leicester,16/04/2020,5.6,34.1,33,80,63,1016.1,9,457,354224,102.24,10.00,28.86
658,1362,Leicester,17/04/2020,2.5,29.9,11,28,77.5,1018,7.7,468,354224,102.41,11.00,28.91
659,1445,Leicester,18/04/2020,3.7,26,10,28,79,1018.8,5.2,483,354224,103.21,15.00,29.14
660,1528,Leicester,19/04/2020,5.5,26.6,11,29,68.3,1021.4,5.9,506,354224,104.76,23.00,29.58
661,1611,Leicester,20/04/2020,4.4,29.4,15,35,72,1020.3,7.7,534,354224,105.53,28.00,29.79
662,1694,Leicester,21/04/2020,3.8,28.5,19,42,76.2,1018.9,8.3,550,354224,103.00,16.00,29.08
663,1777,Leicester,22/04/2020,5.6,27.4,23,51,70,1021.1,9.4,571,354224,103.82,21.00,29.31
664,1860,Leicester,23/04/2020,8.9,25.7,19,45,69.2,1020.8,9.3,587,354224,102.80,16.00,29.02
665,1943,Leicester,24/04/2020,5.6,33.4,16,40,61.7,1016.4,9.3,603,354224,102.73,16.00,29.00
666,2026,Leicester,25/04/2020,2.2,28.4,13,47,71,1015.6,7,616,354224,102.16,13.00,28.84
667,2109,Leicester,26/04/2020,6.9,30.9,16,55,66.2,1010.8,13.6,617,354224,100.16,1.00,28.28
668,2191,Leicester,27/04/2020,5.1,26.3,11,23,74.5,1007.1,10,638,354224,103.40,21.00,29.19
669,2273,Leicester,28/04/2020,3.2,27,4,12,78,1005.4,6.2,660,354224,103.45,22.00,29.20
670,2355,Leicester,29/04/2020,4.1,24.8,5,17,74.7,1000.2,7.5,673,354224,101.97,13.00,28.79
671,2418,Leicester,30/04/2020,5.6,24.7,5,12,80,992.1,7.7,685,354224,101.78,12.00,28.73
672,69,Leicester,01/05/2020,5.9,20.8,6,15,74,996.5,7.6,691,354224,100.88,6.00,28.48
673,151,Leicester,02/05/2020,4.5,23.6,6,16,73.2,1009.4,8.3,694,354224,100.43,3.00,28.35
674,233,Leicester,03/05/2020,5.5,26.6,11,41,79,1015.6,10,699,354224,100.72,5.00,28.43
675,315,Leicester,04/05/2020,4.4,23.3,14,54,71.2,1020.7,7.9,719,354224,102.86,20.00,29.04
676,398,Leicester,05/05/2020,2.4,31.1,8,20,73.5,1022.1,7.5,724,354224,100.70,5.00,28.43
677,481,Leicester,06/05/2020,2.6,31.4,10,27,72.5,1025.6,8.4,741,354224,102.35,17.00,28.89
678,564,Leicester,07/05/2020,5.5,26.4,15,46,63.2,1021.9,13.8,749,354224,101.08,8.00,28.54
679,646,Leicester,08/05/2020,7.2,28.2,15,50,76,1016.7,15.1,755,354224,100.80,6.00,28.46
680,727,Leicester,09/05/2020,5.2,32,16,54,73.2,1012.7,15.8,765,354224,101.32,10.00,28.60
681,809,Leicester,10/05/2020,8.2,25.2,11,25,73.2,1011.6,8.1,775,354224,101.31,10.00,28.60
682,890,Leicester,11/05/2020,11.7,22.3,9,20,73.7,1021.9,5.4,784,354224,101.16,9.00,28.56
683,971,Leicester,12/05/2020,7.8,24,11,26,68.5,1019.5,7,789,354224,100.64,5.00,28.41
684,1054,Leicester,13/05/2020,8.4,23,7,16,66.7,1018.4,5.6,796,354224,100.89,7.00,28.48
685,1136,Leicester,14/05/2020,6.7,24.6,10,24,61.7,1022.9,8.1,800,354224,100.50,4.00,28.37
686,1218,Leicester,15/05/2020,7.3,24.4,10,23,67.5,1023.5,9.7,814,354224,101.75,14.00,28.72
687,1300,Leicester,16/05/2020,5.6,25.4,7,19,68.7,1023.3,9.1,827,354224,101.60,13.00,28.68
688,1383,Leicester,17/05/2020,6.4,20.7,10,25,65,1022.3,12.3,831,354224,100.48,4.00,28.37
689,1466,Leicester,18/05/2020,6,23.2,11,26,68.2,1021.2,14.3,836,354224,100.60,5.00,28.40
690,1549,Leicester,19/05/2020,6.2,21.3,9,15,70,1021.2,15.6,840,354224,100.48,4.00,28.37
691,1632,Leicester,20/05/2020,6.9,24.8,16,31,59.5,1019.6,18.7,850,354224,101.19,10.00,28.57
692,1715,Leicester,21/05/2020,5.8,33.8,10,21,60.2,1017.6,17.2,856,354224,100.71,6.00,28.43
693,1798,Leicester,22/05/2020,4.3,27.4,22,40,58.5,1011.2,15.8,862,354224,100.70,6.00,28.43
694,1881,Leicester,23/05/2020,2.3,25.7,12,23,62,1016.6,12.3,867,354224,100.58,5.00,28.39
695,1964,Leicester,24/05/2020,2.2,24.5,11,32,73,1028.6,13.6,869,354224,100.23,2.00,28.30
696,2047,Leicester,25/05/2020,3.8,24,7,15,53.3,1033.1,15.2,871,354224,100.23,2.00,28.30
697,2129,Leicester,26/05/2020,5.8,22.6,10,22,61.2,1034.5,16.1,878,354224,100.80,7.00,28.46
698,2212,Leicester,27/05/2020,5,24.4,11,25,68.5,1035.3,14.5,883,354224,100.57,5.00,28.39
699,2294,Leicester,28/05/2020,1.4,27.4,8,18,61.7,1033.6,14,890,354224,100.79,7.00,28.45
700,2376,Leicester,29/05/2020,1.1,27.1,7,15,56,1028.2,13.7,896,354224,100.67,6.00,28.42
701,2438,Leicester,30/05/2020,1.4,28.7,12,27,69.7,1024.4,16.6,896,354224,100.00,0.00,28.23
702,111,Liverpool,02/03/2020,2.9,26.7,8,16,63,985.6,4.9,1,498042,0.00,0.00,0.00
703,441,Liverpool,06/03/2020,16,13.6,25,65,67,1004,4.6,4,498042,400.00,3.00,80.31
704,524,Liverpool,07/03/2020,3.5,28.3,10,21,66.5,1007.1,10,5,498042,125.00,1.00,25.10
705,769,Liverpool,10/03/2020,2.8,25.9,3,13,65.8,996.2,11.3,6,498042,120.00,1.00,24.09
706,931,Liverpool,12/03/2020,1.4,30.2,9,17,67.2,1000.6,6.2,9,498042,150.00,3.00,30.12
707,1013,Liverpool,13/03/2020,6.2,26.4,10,21,67.1,1012.1,6.7,11,498042,122.22,2.00,24.54
708,1096,Liverpool,14/03/2020,4.2,24.9,7,19,66.5,1006.5,10,13,498042,118.18,2.00,23.73
709,1260,Liverpool,16/03/2020,2.2,29.8,10,16,67,1017,8.8,16,498042,123.08,3.00,24.71
710,1342,Liverpool,17/03/2020,2,29.6,3,6,71,1019,12.4,20,498042,125.00,4.00,25.10
711,1425,Liverpool,18/03/2020,5.6,26.4,8,17,75,1022.5,7,29,498042,145.00,9.00,29.11
712,1508,Liverpool,19/03/2020,7.4,22.6,12,25,67.3,1026.4,6.5,35,498042,120.69,6.00,24.23
713,1591,Liverpool,20/03/2020,8.7,23.9,10,23,67.3,1030,6,45,498042,128.57,10.00,25.82
714,1674,Liverpool,21/03/2020,3.3,26.7,11,21,68.1,1026.2,5,59,498042,131.11,14.00,26.33
715,1757,Liverpool,22/03/2020,3.2,24.6,14,40,69,1025.9,5.8,72,498042,122.03,13.00,24.50
716,1840,Liverpool,23/03/2020,6.4,21,21,54,64.3,1023.5,7,90,498042,125.00,18.00,25.10
717,1923,Liverpool,24/03/2020,6,22.9,28,69,67,1020,11.5,115,498042,127.78,25.00,25.66
718,2006,Liverpool,25/03/2020,6.1,20.6,32,74,63,1020.7,9.5,139,498042,120.87,24.00,24.27
719,2089,Liverpool,26/03/2020,15.4,17.9,43,95,61,1022.7,8.5,173,498042,124.46,34.00,24.99
720,2171,Liverpool,27/03/2020,7.3,29.8,39,95,58.3,1025.8,7.5,200,498042,115.61,27.00,23.21
721,2253,Liverpool,28/03/2020,2.3,31.5,11,17,65,1032.5,6.5,227,498042,113.50,27.00,22.79
