Date,Country,City,Specie,median,variance
03/02/2020,GB,Sheffield,o3,26.6,30.06
03/02/2020,GB,Sheffield,pm25,24,300.09
03/02/2020,GB,Sheffield,temperature,7,16.16
03/02/2020,GB,Sheffield,pressure,1008.6,35.65
03/02/2020,GB,Sheffield,no2,4.9,251.18
03/02/2020,GB,Sheffield,humidity,79.3,498.18
03/02/2020,GB,Sheffield,wind speed,3.5,11.53
03/02/2020,GB,Sheffield,wind gust,13.3,101.12
03/02/2020,GB,Newport,pressure,1013.5,182.01
03/02/2020,GB,Newport,pm10,15,461.87
03/02/2020,GB,Newport,no2,3.7,384.58
03/02/2020,GB,Newport,co,2.3,1.31
03/02/2020,GB,Newport,temperature,7.7,26.22
03/02/2020,GB,Newport,wind speed,6.5,104.91
03/02/2020,GB,Newport,so2,3.2,1.7
03/02/2020,GB,Newport,o3,29.7,70.33
03/02/2020,GB,Newport,pm25,30,1993.24
03/02/2020,GB,Newport,humidity,85.1,322.55
03/02/2020,GB,Newport,wind gust,13,198.31
03/02/2020,GB,Leicester,so2,1.1,6.79
03/02/2020,GB,Leicester,wind speed,3.7,67.21
03/02/2020,GB,Leicester,wind gust,11.3,115.29
03/02/2020,GB,Leicester,pm10,13,104.76
03/02/2020,GB,Leicester,pm25,28,932.1
03/02/2020,GB,Leicester,no2,8.6,495.21
03/02/2020,GB,Leicester,temperature,7.2,35.34
03/02/2020,GB,Leicester,humidity,80.2,430.19
03/02/2020,GB,Leicester,pressure,1010.1,13.41
03/02/2020,GB,Leicester,o3,21.5,324.6
03/02/2020,GB,Manchester,pm10,16,212.12
03/02/2020,GB,Manchester,pm25,35,796.9
03/02/2020,GB,Manchester,no2,6.9,276.16
03/02/2020,GB,Manchester,wind gust,17,60.23
03/02/2020,GB,Manchester,pressure,1009.8,41.56
03/02/2020,GB,Manchester,dew,2,36
03/02/2020,GB,Manchester,o3,19.5,150.5
03/02/2020,GB,Manchester,so2,5.4,1.23
03/02/2020,GB,Manchester,temperature,8.2,20.39
03/02/2020,GB,Manchester,humidity,74,964.11
03/02/2020,GB,Manchester,wind speed,8.7,31.39
03/02/2020,GB,Reading,temperature,9.1,26.14
03/02/2020,GB,Reading,wind speed,7.3,21.02
03/02/2020,GB,Reading,o3,24.6,122.16
03/02/2020,GB,Reading,pm25,25,865.63
03/02/2020,GB,Reading,no2,6.1,148.83
03/02/2020,GB,Reading,pressure,1012.3,15.68
03/02/2020,GB,Reading,pm10,19,189.72
03/02/2020,GB,Reading,humidity,72.8,400.77
03/02/2020,GB,Reading,wind gust,11.1,36.14
03/02/2020,GB,Plymouth,o3,22.7,118.24
03/02/2020,GB,Plymouth,pm25,42,1361.96
03/02/2020,GB,Plymouth,no2,8.9,141.2
03/02/2020,GB,Plymouth,humidity,91.4,68.26
03/02/2020,GB,Plymouth,pressure,1016.8,22.13
03/02/2020,GB,Plymouth,pm10,19,978.87
03/02/2020,GB,Plymouth,temperature,8.9,36.26
03/02/2020,GB,Glasgow,wind speed,8.1,38.01
03/02/2020,GB,Glasgow,wind gust,17.8,193.08
03/02/2020,GB,Glasgow,pressure,1003,97.7
03/02/2020,GB,Glasgow,pm10,11,148.76
03/02/2020,GB,Glasgow,no2,7.4,413.35
03/02/2020,GB,Glasgow,temperature,5,17.3
03/02/2020,GB,Glasgow,humidity,82.4,389.42
03/02/2020,GB,Glasgow,dew,1.5,26.31
03/02/2020,GB,Glasgow,o3,26.4,122.68
03/02/2020,GB,Glasgow,pm25,25,664.64
03/02/2020,GB,Glasgow,so2,0.9,2.98
03/02/2020,GB,Preston,so2,4.9,3.25
03/02/2020,GB,Preston,humidity,72.5,1032.8
03/02/2020,GB,Preston,wind gust,16.3,57.74
03/02/2020,GB,Preston,dew,3,3.91
03/02/2020,GB,Preston,temperature,7.5,26.91
03/02/2020,GB,Preston,wind speed,9,46.74
03/02/2020,GB,Preston,pressure,1010,41.2
03/02/2020,GB,Preston,pm10,17,161.02
03/02/2020,GB,Preston,o3,27.8,100.75
03/02/2020,GB,Preston,pm25,36,636.61
03/02/2020,GB,Preston,no2,3.5,72.25
03/02/2020,GB,Swansea,humidity,91.6,484.43
03/02/2020,GB,Swansea,pm25,34,2208.04
03/02/2020,GB,Swansea,pm10,27,983.08
03/02/2020,GB,Swansea,o3,25.2,167.08
03/02/2020,GB,Swansea,so2,0.6,31.4
03/02/2020,GB,Swansea,no2,6.4,296.13
03/02/2020,GB,Swansea,temperature,8.8,23.13
03/02/2020,GB,Swansea,wind speed,2.5,107.52
03/02/2020,GB,Swansea,pressure,1015,121.09
03/02/2020,GB,Swansea,co,0.9,0.6
03/02/2020,GB,Swansea,wind gust,11.2,91.55
03/02/2020,GB,Southend-on-Sea,o3,26.1,164.66
03/02/2020,GB,Southend-on-Sea,pm25,36,1130.78
03/02/2020,GB,Southend-on-Sea,pressure,1012.6,33.13
03/02/2020,GB,Southend-on-Sea,pm10,14,161.26
03/02/2020,GB,Southend-on-Sea,so2,1.3,0.28
03/02/2020,GB,Southend-on-Sea,no2,3.1,116.32
03/02/2020,GB,Southend-on-Sea,temperature,9.7,27.84
03/02/2020,GB,Southend-on-Sea,humidity,76.8,394.73
03/02/2020,GB,Southend-on-Sea,wind speed,4,9.91
03/02/2020,GB,Southend-on-Sea,wind gust,6.3,157.2
04/02/2020,GB,Edinburgh,pm10,9,1113.82
04/02/2020,GB,Edinburgh,pressure,1020.8,1244.32
04/02/2020,GB,Edinburgh,so2,4.1,8.92
04/02/2020,GB,Edinburgh,no2,11.5,2687.23
04/02/2020,GB,Edinburgh,wind gust,13.1,984.22
04/02/2020,GB,Edinburgh,dew,2.5,10.37
04/02/2020,GB,Edinburgh,temperature,5,45.37
04/02/2020,GB,Edinburgh,humidity,81,618.7
04/02/2020,GB,Edinburgh,wind speed,4.7,320.17
04/02/2020,GB,Edinburgh,co,1.1,11.14
04/02/2020,GB,Edinburgh,o3,24.8,615.29
04/02/2020,GB,Edinburgh,pm25,17,2433.58
04/02/2020,GB,Norwich,pm10,14,508.66
04/02/2020,GB,Norwich,o3,25.8,30.16
04/02/2020,GB,Norwich,pm25,30,2253.99
04/02/2020,GB,Norwich,no2,4.6,1579.88
04/02/2020,GB,Norwich,wind gust,7.8,64.29
04/02/2020,GB,Norwich,temperature,6.6,44
04/02/2020,GB,Norwich,humidity,98.1,261.12
04/02/2020,GB,Norwich,wind speed,0.5,1.6
04/02/2020,GB,Norwich,pressure,1016.2,621.72
04/02/2020,GB,Liverpool,pm25,42,1665.95
04/02/2020,GB,Liverpool,no2,4.2,173.12
04/02/2020,GB,Liverpool,dew,5,24.42
04/02/2020,GB,Liverpool,humidity,68,808.74
04/02/2020,GB,Liverpool,wind speed,11.8,176.61
04/02/2020,GB,Liverpool,wind gust,19.5,423.29
04/02/2020,GB,Liverpool,so2,4.5,1.14
04/02/2020,GB,Liverpool,o3,29.6,119.5
04/02/2020,GB,Liverpool,temperature,7.1,10.93
04/02/2020,GB,Liverpool,pressure,1020.6,752.66
04/02/2020,GB,Liverpool,pm10,24,494.63
04/02/2020,GB,Belfast,o3,19.9,444.49
04/02/2020,GB,Belfast,dew,2.5,7.59
04/02/2020,GB,Belfast,pressure,1025.5,754.04
04/02/2020,GB,Belfast,temperature,6.1,46.8
04/02/2020,GB,Belfast,humidity,78,650.07
04/02/2020,GB,Belfast,wind speed,5,96.99
04/02/2020,GB,Belfast,wind gust,12.8,349.52
04/02/2020,GB,Belfast,co,0.7,1.37
04/02/2020,GB,Belfast,pm10,16,535.09
04/02/2020,GB,Belfast,so2,1.1,1.03
04/02/2020,GB,Belfast,pm25,34,1321.82
04/02/2020,GB,Belfast,no2,10.7,1708.02
04/02/2020,GB,Coventry,pm10,10,330.23
04/02/2020,GB,Coventry,pm25,22,2526.07
04/02/2020,GB,Coventry,wind speed,3.2,52.95
04/02/2020,GB,Coventry,wind gust,9,247.09
04/02/2020,GB,Coventry,pressure,1021.2,524.5
04/02/2020,GB,Coventry,o3,25.9,157.37
04/02/2020,GB,Coventry,no2,5.8,125.09
04/02/2020,GB,Coventry,temperature,6.4,29.94
04/02/2020,GB,Coventry,humidity,80,685.36
04/02/2020,GB,Leeds,wind speed,7.2,191.43
04/02/2020,GB,Leeds,wind gust,10.8,575.59
04/02/2020,GB,Leeds,o3,23.5,953.91
04/02/2020,GB,Leeds,no2,8.8,934.69
04/02/2020,GB,Leeds,dew,1,19.55
04/02/2020,GB,Leeds,co,3.7,7.81
04/02/2020,GB,Leeds,pm25,33,2800.63
04/02/2020,GB,Leeds,pressure,1023.5,853.97
04/02/2020,GB,Leeds,humidity,77.5,653.12
04/02/2020,GB,Leeds,pm10,15,1484.38
04/02/2020,GB,Leeds,so2,0.9,0.25
04/02/2020,GB,Leeds,temperature,4.5,41.8
04/02/2020,GB,Cardiff,humidity,78.7,137.6
04/02/2020,GB,Cardiff,wind speed,6.5,344.18
04/02/2020,GB,Cardiff,pressure,1024.5,533.47
04/02/2020,GB,Cardiff,o3,24.5,273.98
04/02/2020,GB,Cardiff,pm25,21,665.36
04/02/2020,GB,Cardiff,no2,9.2,719.65
04/02/2020,GB,Cardiff,wind gust,15.3,672.1
04/02/2020,GB,Cardiff,pm10,16,649.23
04/02/2020,GB,Cardiff,so2,2.6,9.13
04/02/2020,GB,Cardiff,temperature,6.6,14.67
04/02/2020,GB,Cardiff,co,1.8,1.86
04/02/2020,GB,Bristol,pm10,19,1206.53
04/02/2020,GB,Bristol,pm25,38,852.2
04/02/2020,GB,Bristol,temperature,7.6,19.71
04/02/2020,GB,Bristol,wind speed,3,64.58
04/02/2020,GB,Bristol,wind gust,12,309.58
04/02/2020,GB,Bristol,pressure,1025.2,406.11
04/02/2020,GB,Bristol,o3,24.9,130.76
04/02/2020,GB,Bristol,no2,10.1,540.45
04/02/2020,GB,Bristol,co,1.8,1.82
04/02/2020,GB,Bristol,so2,3.1,7.05
04/02/2020,GB,Bristol,humidity,74.6,203.89
04/02/2020,GB,London,humidity,70.6,922.87
04/02/2020,GB,London,pressure,1019.7,491.23
04/02/2020,GB,London,dew,3,29.96
04/02/2020,GB,London,so2,2.2,14.29
04/02/2020,GB,London,pm25,30,2103.19
04/02/2020,GB,London,temperature,8.8,37.75
04/02/2020,GB,London,wind speed,7.2,238.39
04/02/2020,GB,London,co,7.4,24.68
04/02/2020,GB,London,wind gust,18.2,1053.02
04/02/2020,GB,London,o3,15.4,458.15
04/02/2020,GB,London,no2,15.5,730.88
04/02/2020,GB,London,pm10,13,597.26
04/02/2020,GB,Birmingham,pm10,13,375.49
04/02/2020,GB,Birmingham,so2,0.3,0.17
04/02/2020,GB,Birmingham,no2,7.6,312.94
04/02/2020,GB,Birmingham,temperature,6.8,21.86
04/02/2020,GB,Birmingham,pressure,1022.5,533.72
04/02/2020,GB,Birmingham,dew,4,59.98
04/02/2020,GB,Birmingham,o3,28.1,264.76
04/02/2020,GB,Birmingham,pm25,26,2270.21
04/02/2020,GB,Birmingham,humidity,79,571.53
04/02/2020,GB,Birmingham,wind speed,5.3,28.84
04/02/2020,GB,Birmingham,wind gust,12,155.24
04/02/2020,GB,Sheffield,pm10,10,103.43
04/02/2020,GB,Sheffield,o3,24.8,746.8
04/02/2020,GB,Sheffield,pm25,24,1891
04/02/2020,GB,Sheffield,temperature,5.3,44.33
04/02/2020,GB,Sheffield,pressure,1019.3,783.62
04/02/2020,GB,Sheffield,no2,5.2,1097.97
04/02/2020,GB,Sheffield,humidity,79.5,165.91
04/02/2020,GB,Sheffield,wind speed,3.2,29.67
04/02/2020,GB,Sheffield,wind gust,8.3,391.15
04/02/2020,GB,Newport,pressure,1025.3,391.59
04/02/2020,GB,Newport,pm10,13,231.74
04/02/2020,GB,Newport,no2,4.5,324.43
04/02/2020,GB,Newport,co,1.8,1.86
04/02/2020,GB,Newport,temperature,6.2,15.45
04/02/2020,GB,Newport,wind speed,5.9,177.01
04/02/2020,GB,Newport,so2,3.1,7.25
04/02/2020,GB,Newport,o3,31.3,38.16
04/02/2020,GB,Newport,pm25,25,494.84
04/02/2020,GB,Newport,humidity,78.9,88.78
04/02/2020,GB,Newport,wind gust,14.6,512.75
04/02/2020,GB,Leicester,so2,1.9,11.61
04/02/2020,GB,Leicester,wind speed,6.5,75.09
04/02/2020,GB,Leicester,wind gust,15.5,505.39
04/02/2020,GB,Leicester,pm10,14,346.5
04/02/2020,GB,Leicester,pm25,30,2285.14
04/02/2020,GB,Leicester,no2,10,611.37
04/02/2020,GB,Leicester,temperature,4.1,38.11
04/02/2020,GB,Leicester,humidity,80.7,42.14
04/02/2020,GB,Leicester,pressure,1019.6,653.2
04/02/2020,GB,Leicester,o3,23.1,639.31
04/02/2020,GB,Manchester,pm10,18,884.58
04/02/2020,GB,Manchester,pm25,39,1783.45
04/02/2020,GB,Manchester,no2,9.6,911.28
04/02/2020,GB,Manchester,wind gust,18.4,666.6
04/02/2020,GB,Manchester,pressure,1021.3,642.75
04/02/2020,GB,Manchester,dew,4,37.45
04/02/2020,GB,Manchester,o3,19.4,799.19
04/02/2020,GB,Manchester,so2,4.4,5.77
04/02/2020,GB,Manchester,temperature,6.5,20.39
04/02/2020,GB,Manchester,humidity,87,407.55
04/02/2020,GB,Manchester,wind speed,10,230.52
04/02/2020,GB,Reading,temperature,6.8,26.8
04/02/2020,GB,Reading,wind speed,6.5,123.78
04/02/2020,GB,Reading,o3,24.3,222.77
04/02/2020,GB,Reading,pm25,17,1273.76
04/02/2020,GB,Reading,no2,7.6,177.72
04/02/2020,GB,Reading,pressure,1022,417.41
04/02/2020,GB,Reading,pm10,14,242.39
04/02/2020,GB,Reading,humidity,72,515.27
04/02/2020,GB,Reading,wind gust,9.8,249.4
04/02/2020,GB,Plymouth,o3,27.6,303.64
04/02/2020,GB,Plymouth,pm25,30,2010.87
04/02/2020,GB,Plymouth,no2,3.7,241.28
04/02/2020,GB,Plymouth,humidity,82.2,275.12
04/02/2020,GB,Plymouth,pressure,1029.7,245.67
04/02/2020,GB,Plymouth,pm10,20,488.87
04/02/2020,GB,Plymouth,temperature,6.1,13.86
04/02/2020,GB,Glasgow,wind speed,4.1,45.82
04/02/2020,GB,Glasgow,wind gust,9.1,246.44
04/02/2020,GB,Glasgow,pressure,1023.8,943.82
04/02/2020,GB,Glasgow,pm10,8,253.24
04/02/2020,GB,Glasgow,no2,15.1,1443.02
04/02/2020,GB,Glasgow,temperature,6.5,60.37
04/02/2020,GB,Glasgow,humidity,80,368.78
04/02/2020,GB,Glasgow,dew,2.5,28.41
04/02/2020,GB,Glasgow,o3,20.8,457.27
04/02/2020,GB,Glasgow,pm25,13,808.23
04/02/2020,GB,Glasgow,so2,0.9,1.1
04/02/2020,GB,Preston,so2,4.4,3.81
04/02/2020,GB,Preston,humidity,85.7,540.89
04/02/2020,GB,Preston,wind gust,17.5,625.38
04/02/2020,GB,Preston,dew,5,28.57
04/02/2020,GB,Preston,temperature,6.2,31.93
04/02/2020,GB,Preston,wind speed,11.1,271.41
04/02/2020,GB,Preston,pressure,1021.3,680.35
04/02/2020,GB,Preston,pm10,17,140.2
04/02/2020,GB,Preston,o3,26.1,667.34
04/02/2020,GB,Preston,pm25,38,794.36
04/02/2020,GB,Preston,no2,4.3,470.43
04/02/2020,GB,Swansea,humidity,76.5,123.61
04/02/2020,GB,Swansea,pm25,25,761.88
04/02/2020,GB,Swansea,pm10,17,166.59
04/02/2020,GB,Swansea,o3,27.3,94.42
04/02/2020,GB,Swansea,so2,0.6,0.37
04/02/2020,GB,Swansea,no2,4.3,196.61
04/02/2020,GB,Swansea,temperature,7.5,15.26
04/02/2020,GB,Swansea,wind speed,5.7,143.97
04/02/2020,GB,Swansea,pressure,1028.5,491.43
04/02/2020,GB,Swansea,co,0.3,0.2
04/02/2020,GB,Swansea,wind gust,16.4,439.33
04/02/2020,GB,Southend-on-Sea,o3,24.1,199.17
04/02/2020,GB,Southend-on-Sea,pm25,19,838.72
04/02/2020,GB,Southend-on-Sea,pressure,1021,488.61
04/02/2020,GB,Southend-on-Sea,pm10,8,79.84
04/02/2020,GB,Southend-on-Sea,so2,1,1.26
04/02/2020,GB,Southend-on-Sea,no2,4.9,85.92
04/02/2020,GB,Southend-on-Sea,temperature,5.6,24.19
04/02/2020,GB,Southend-on-Sea,humidity,73.5,313.05
04/02/2020,GB,Southend-on-Sea,wind speed,4.3,592.16
04/02/2020,GB,Southend-on-Sea,wind gust,7,166.1
05/02/2020,GB,Edinburgh,pm10,11,266.33
05/02/2020,GB,Edinburgh,pressure,1031.6,20.93
05/02/2020,GB,Edinburgh,so2,3.3,2.53
05/02/2020,GB,Edinburgh,no2,10.7,835.36
05/02/2020,GB,Edinburgh,wind gust,13.5,428.46
05/02/2020,GB,Edinburgh,dew,3.5,10.17
05/02/2020,GB,Edinburgh,temperature,5,16.9
05/02/2020,GB,Edinburgh,humidity,82.6,262.87
05/02/2020,GB,Edinburgh,wind speed,6.6,164.84
05/02/2020,GB,Edinburgh,co,1.1,0.12
05/02/2020,GB,Edinburgh,o3,23.2,170.51
05/02/2020,GB,Edinburgh,pm25,25,480.21
05/02/2020,GB,Norwich,pm10,24,931.07
05/02/2020,GB,Norwich,o3,11.8,582.68
05/02/2020,GB,Norwich,pm25,51,3784.85
05/02/2020,GB,Norwich,no2,19.2,3713.36
05/02/2020,GB,Norwich,wind gust,0.8,8.62
05/02/2020,GB,Norwich,temperature,5.5,44.99
05/02/2020,GB,Norwich,humidity,99,395.53
05/02/2020,GB,Norwich,pressure,1034.7,14.72
05/02/2020,GB,Liverpool,pm25,42,1893.62
05/02/2020,GB,Liverpool,no2,13.9,1265.46
05/02/2020,GB,Liverpool,dew,4.5,8.84
05/02/2020,GB,Liverpool,humidity,68,1799.91
05/02/2020,GB,Liverpool,wind speed,1.7,10.14
05/02/2020,GB,Liverpool,wind gust,4,87.23
05/02/2020,GB,Liverpool,so2,4.2,1.58
05/02/2020,GB,Liverpool,o3,14.2,1018.83
05/02/2020,GB,Liverpool,temperature,5.5,42.14
05/02/2020,GB,Liverpool,pressure,1034,39.17
05/02/2020,GB,Liverpool,pm10,22,323.7
05/02/2020,GB,Belfast,o3,4.1,28.55
05/02/2020,GB,Belfast,dew,2,10.77
05/02/2020,GB,Belfast,pressure,1034.7,30.18
05/02/2020,GB,Belfast,temperature,5,43.9
05/02/2020,GB,Belfast,humidity,86,605.53
05/02/2020,GB,Belfast,wind speed,2.5,13.28
05/02/2020,GB,Belfast,wind gust,3.3,82.83
05/02/2020,GB,Belfast,co,1.5,7.7
05/02/2020,GB,Belfast,pm10,26,175.44
05/02/2020,GB,Belfast,so2,1.1,32.97
05/02/2020,GB,Belfast,pm25,55,648.88
05/02/2020,GB,Belfast,no2,27.7,1109.77
05/02/2020,GB,Coventry,pm10,21,131.55
05/02/2020,GB,Coventry,pm25,51,884.85
05/02/2020,GB,Coventry,wind speed,1.5,5.32
05/02/2020,GB,Coventry,wind gust,3,44.18
05/02/2020,GB,Coventry,pressure,1035,13.44
05/02/2020,GB,Coventry,o3,9.1,587.21
05/02/2020,GB,Coventry,no2,15.2,656.4
05/02/2020,GB,Coventry,temperature,4.1,74.16
05/02/2020,GB,Coventry,humidity,90.6,744.84
05/02/2020,GB,Leeds,wind speed,4.6,15.68
05/02/2020,GB,Leeds,wind gust,3.4,216.12
05/02/2020,GB,Leeds,o3,7.3,271.47
05/02/2020,GB,Leeds,no2,19.1,271.22
05/02/2020,GB,Leeds,dew,3,11.54
05/02/2020,GB,Leeds,co,5.7,11.91
05/02/2020,GB,Leeds,pm25,56,811.64
05/02/2020,GB,Leeds,pressure,1034,17.34
05/02/2020,GB,Leeds,humidity,93,591.17
05/02/2020,GB,Leeds,pm10,21,369.53
05/02/2020,GB,Leeds,so2,0.9,0.38
05/02/2020,GB,Leeds,temperature,4,25.04
05/02/2020,GB,Cardiff,humidity,88.5,818.97
05/02/2020,GB,Cardiff,wind speed,1,28.41
05/02/2020,GB,Cardiff,pressure,1036.3,71.15
05/02/2020,GB,Cardiff,o3,9,478.54
05/02/2020,GB,Cardiff,pm25,38,4371.95
05/02/2020,GB,Cardiff,no2,22.5,1483.29
05/02/2020,GB,Cardiff,wind gust,2.2,34.99
05/02/2020,GB,Cardiff,pm10,20,893.22
05/02/2020,GB,Cardiff,so2,2.6,2.97
05/02/2020,GB,Cardiff,temperature,3,96.27
05/02/2020,GB,Cardiff,co,2.5,15.23
05/02/2020,GB,Bristol,pm10,20,2191.68
05/02/2020,GB,Bristol,pm25,46,3505.22
05/02/2020,GB,Bristol,temperature,5,60.36
05/02/2020,GB,Bristol,wind speed,0.6,5.03
05/02/2020,GB,Bristol,wind gust,1.2,28.62
05/02/2020,GB,Bristol,pressure,1036.8,10.98
05/02/2020,GB,Bristol,o3,12.9,645.87
05/02/2020,GB,Bristol,no2,22.6,1068.21
05/02/2020,GB,Bristol,co,2.5,14.9
05/02/2020,GB,Bristol,so2,2.6,2.89
05/02/2020,GB,Bristol,humidity,88,620.57
05/02/2020,GB,London,humidity,67,4474.34
05/02/2020,GB,London,pressure,1036,672.63
05/02/2020,GB,London,dew,2,3.41
05/02/2020,GB,London,so2,2.9,51.98
05/02/2020,GB,London,pm25,59,3999.76
05/02/2020,GB,London,temperature,7.6,94.29
05/02/2020,GB,London,wind speed,1.5,16.87
05/02/2020,GB,London,co,8.5,75.75
05/02/2020,GB,London,wind gust,3.3,87.16
05/02/2020,GB,London,o3,2.1,205.27
05/02/2020,GB,London,no2,29.8,1062.57
05/02/2020,GB,London,pm10,28,1787.69
05/02/2020,GB,Birmingham,pm10,22,277.69
05/02/2020,GB,Birmingham,so2,0.5,0.11
05/02/2020,GB,Birmingham,no2,20.9,1239.43
05/02/2020,GB,Birmingham,temperature,5.8,36.47
05/02/2020,GB,Birmingham,pressure,1035.3,12.07
05/02/2020,GB,Birmingham,dew,2.5,7.87
05/02/2020,GB,Birmingham,o3,14.1,990.09
05/02/2020,GB,Birmingham,pm25,48,760.3
05/02/2020,GB,Birmingham,humidity,88.5,550.25
05/02/2020,GB,Birmingham,wind speed,1.5,5.92
05/02/2020,GB,Birmingham,wind gust,4.2,48.47
05/02/2020,GB,Sheffield,pm10,17,500.75
05/02/2020,GB,Sheffield,o3,5.7,498.99
05/02/2020,GB,Sheffield,pm25,50,2232.2
05/02/2020,GB,Sheffield,temperature,3.7,35.31
05/02/2020,GB,Sheffield,pressure,1034.7,10.52
05/02/2020,GB,Sheffield,no2,15.9,1216.18
05/02/2020,GB,Sheffield,humidity,89,185.86
05/02/2020,GB,Sheffield,wind speed,0.2,1.19
05/02/2020,GB,Sheffield,wind gust,1.1,29.14
05/02/2020,GB,Newport,pressure,1036.4,14.81
05/02/2020,GB,Newport,pm10,18,1223.52
05/02/2020,GB,Newport,no2,24.3,1889.97
05/02/2020,GB,Newport,co,2.5,15.23
05/02/2020,GB,Newport,temperature,2.8,102.94
05/02/2020,GB,Newport,wind speed,1,9.45
05/02/2020,GB,Newport,so2,2.6,2.96
05/02/2020,GB,Newport,o3,16.3,1215.79
05/02/2020,GB,Newport,pm25,34,7284.8
05/02/2020,GB,Newport,humidity,88.4,725.59
05/02/2020,GB,Newport,wind gust,2.2,35.25
05/02/2020,GB,Leicester,so2,2.2,14.9
05/02/2020,GB,Leicester,wind speed,1.5,14.76
05/02/2020,GB,Leicester,wind gust,4.5,54
05/02/2020,GB,Leicester,pm10,25,252.1
05/02/2020,GB,Leicester,pm25,63,195.36
05/02/2020,GB,Leicester,no2,25.4,540.45
05/02/2020,GB,Leicester,temperature,2.6,38.94
05/02/2020,GB,Leicester,humidity,75.7,338.81
05/02/2020,GB,Leicester,pressure,1035.3,11.3
05/02/2020,GB,Leicester,o3,1.3,225.86
05/02/2020,GB,Manchester,pm10,23,708.4
05/02/2020,GB,Manchester,pm25,55,2205.65
05/02/2020,GB,Manchester,no2,25.7,1050.91
05/02/2020,GB,Manchester,wind gust,2.4,33.57
05/02/2020,GB,Manchester,pressure,1034.2,35.03
05/02/2020,GB,Manchester,dew,3,18.89
05/02/2020,GB,Manchester,o3,3.1,113.61
05/02/2020,GB,Manchester,so2,4.4,4.32
05/02/2020,GB,Manchester,temperature,4.8,44.58
05/02/2020,GB,Manchester,humidity,92.1,513.84
05/02/2020,GB,Manchester,wind speed,0.8,7.47
05/02/2020,GB,Reading,temperature,3.4,111.37
05/02/2020,GB,Reading,wind speed,0.6,5.28
05/02/2020,GB,Reading,o3,1.8,544.66
05/02/2020,GB,Reading,pm25,46,2575.17
05/02/2020,GB,Reading,no2,15.8,629.75
05/02/2020,GB,Reading,pressure,1035.7,10.08
05/02/2020,GB,Reading,pm10,24,557.59
05/02/2020,GB,Reading,humidity,82,369.75
05/02/2020,GB,Reading,wind gust,1.3,10.52
05/02/2020,GB,Plymouth,o3,7.6,574.69
05/02/2020,GB,Plymouth,pm25,40,1854.1
05/02/2020,GB,Plymouth,no2,22.2,446.3
05/02/2020,GB,Plymouth,humidity,83,563.26
05/02/2020,GB,Plymouth,pressure,1037.9,20.35
05/02/2020,GB,Plymouth,pm10,17,170.36
05/02/2020,GB,Plymouth,temperature,6.6,43.89
05/02/2020,GB,Glasgow,wind speed,4,35.81
05/02/2020,GB,Glasgow,wind gust,5.8,88.83
05/02/2020,GB,Glasgow,pressure,1034,56.16
05/02/2020,GB,Glasgow,pm10,15,284.57
05/02/2020,GB,Glasgow,no2,15.7,695.2
05/02/2020,GB,Glasgow,temperature,6,16.69
05/02/2020,GB,Glasgow,humidity,87,303.22
05/02/2020,GB,Glasgow,dew,4,11.58
05/02/2020,GB,Glasgow,o3,15.1,317.19
05/02/2020,GB,Glasgow,pm25,30,634.91
05/02/2020,GB,Glasgow,so2,0.8,1.14
05/02/2020,GB,Preston,so2,4.2,3.26
05/02/2020,GB,Preston,humidity,87.4,681.62
05/02/2020,GB,Preston,wind gust,2.3,44.22
05/02/2020,GB,Preston,dew,3.5,51.15
05/02/2020,GB,Preston,temperature,4.2,42.01
05/02/2020,GB,Preston,wind speed,1.5,27.88
05/02/2020,GB,Preston,pressure,1034.7,14.28
05/02/2020,GB,Preston,pm10,21,1310.02
05/02/2020,GB,Preston,o3,5.6,291.25
05/02/2020,GB,Preston,pm25,51,3329.39
05/02/2020,GB,Preston,no2,23.5,715.71
05/02/2020,GB,Swansea,humidity,87.7,1081.91
05/02/2020,GB,Swansea,pm25,30,3790.25
05/02/2020,GB,Swansea,pm10,20,1177.48
05/02/2020,GB,Swansea,o3,14.3,503.66
05/02/2020,GB,Swansea,so2,1.1,23.75
05/02/2020,GB,Swansea,no2,15.1,1125.35
05/02/2020,GB,Swansea,temperature,2.5,95.27
05/02/2020,GB,Swansea,wind speed,0.8,4.54
05/02/2020,GB,Swansea,pressure,1038,15.97
05/02/2020,GB,Swansea,co,1,6.2
05/02/2020,GB,Swansea,wind gust,2.3,24.06
05/02/2020,GB,Luton,wind speed,1.8,9.82
05/02/2020,GB,Luton,wind gust,2,37.58
05/02/2020,GB,Luton,pressure,1031.6,120.57
05/02/2020,GB,Luton,dew,2,24.46
05/02/2020,GB,Luton,temperature,3,55.98
05/02/2020,GB,Luton,humidity,91.6,362.16
05/02/2020,GB,Southend-on-Sea,o3,15.8,476.24
05/02/2020,GB,Southend-on-Sea,pm25,36,1979.13
05/02/2020,GB,Southend-on-Sea,pressure,1036.4,24903.7
05/02/2020,GB,Southend-on-Sea,pm10,14,283.79
05/02/2020,GB,Southend-on-Sea,so2,1.4,1.32
05/02/2020,GB,Southend-on-Sea,no2,9,543.34
05/02/2020,GB,Southend-on-Sea,temperature,5.3,52.06
05/02/2020,GB,Southend-on-Sea,humidity,76.6,1245.91
05/02/2020,GB,Southend-on-Sea,wind speed,1.3,4429.25
05/02/2020,GB,Southend-on-Sea,wind gust,2,11.79
